date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:52	3736/3736	---M--	200	added ('OK')	application/x-javascript	etag:%222fb35155b029d81:0%22	https://www.fintraksoftware.com/assets/viewportchecker/jquery.viewportchecker.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/viewportchecker/jquery.viewportchecker.js	(from https://www.fintraksoftware.com/index.html)
23:58:54	53278/53278	---M--	200	added ('OK')	application/x-javascript	etag:%227ea6c256b029d81:0%22	https://www.fintraksoftware.com/assets/ytplayer/jquery.mb.ytplayer.min.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/ytplayer/jquery.mb.ytplayer.min.js	(from https://www.fintraksoftware.com/index.html)
23:58:55	48484/48484	---M--	200	added ('OK')	application/x-javascript	etag:%225ae5f58b029d81:0%22	https://www.fintraksoftware.com/assets/vimeoplayer/jquery.mb.vimeo_player.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/vimeoplayer/jquery.mb.vimeo_player.js	(from https://www.fintraksoftware.com/index.html)
23:58:56	23217/23217	---M--	200	added ('OK')	application/x-javascript	etag:%225545e947b029d81:0%22	https://www.fintraksoftware.com/assets/tether/tether.min.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/tether/tether.min.js	(from https://www.fintraksoftware.com/index.html)
23:58:57	6727/6727	---M--	200	added ('OK')	application/x-javascript	etag:%22d13a2c5ab029d81:0%22	https://www.fintraksoftware.com/assets/bootstrapcarouselswipe/bootstrap-carousel-swipe.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/bootstrapcarouselswipe/bootstrap-carousel-swipe.js	(from https://www.fintraksoftware.com/index.html)
23:58:59	15471/15471	---M--	200	added ('OK')	application/x-javascript	etag:%22ba73865cb029d81:0%22	https://www.fintraksoftware.com/assets/parallax/jarallax.min.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/parallax/jarallax.min.js	(from https://www.fintraksoftware.com/index.html)
23:59:00	5418/5418	---M--	200	added ('OK')	application/x-javascript	etag:%22f242f05db029d81:0%22	https://www.fintraksoftware.com/assets/mbr-clients-slider/mbr-clients-slider.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/mbr-clients-slider/mbr-clients-slider.js	(from https://www.fintraksoftware.com/index.html)
23:59:02	49698/49698	---M--	200	added ('OK')	application/x-javascript	etag:%22b21b84ab029d81:0%22	https://www.fintraksoftware.com/assets/theme/js/script.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/theme/js/script.js	(from https://www.fintraksoftware.com/index.html)
23:59:06	7956/7956	---M--	200	added ('OK')	application/x-javascript	etag:%22a7e1a59b029d81:0%22	https://www.fintraksoftware.com/assets/slidervideo/script.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/slidervideo/script.js	(from https://www.fintraksoftware.com/index.html)
23:59:08	10129/10129	---M--	200	added ('OK')	application/x-javascript	etag:%2214be6779b029d81:0%22	https://www.fintraksoftware.com/assets/formoid/formoid.min.js	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/formoid/formoid.min.js	(from https://www.fintraksoftware.com/index.html)
23:59:09	25468/25468	---M--	200	added ('OK')	application/octet-stream	etag:%226e21f69b029d81:0%22	https://www.fintraksoftware.com/assets/web/assets/mobirise-icons2/mobirise2.eot?f2bix4	C:/Users/USER/Fintrak/Fintrak/www.fintraksoftware.com/assets/web/assets/mobirise-icons2/mobirise21e04.eot	(from https://www.fintraksoftware.com/assets/web/assets/mobirise-icons2/mobirise2.css)
